0.76802,19.232
22.5619,-2.5619
63.8844,-43.8844
6.3778,13.6222
-59.585,20.415
-9.2213,29.2213
-14.4178,34.4178
93.2105,-73.2105
24.011,-4.011
39.078,-19.078
44.0329,-24.0329
-30.621,49.379
3.3981,16.6019
11.3389,8.6611
-68.701,11.299
12.4112,7.5888
38.9607,-18.9607
-14.7089,34.7089
67.2541,-47.2541
46.2774,-26.2774
-27.9938,47.9938
-9.1575,29.1575
-22.722,42.722
55.1109,-35.1109
46.8542,-26.8542
-13.9444,33.9444
38.7505,-18.7505
89.0427,-69.0427
56.8465,-36.8465
41.1144,-21.1144
-78.1332,1.8668
-22.0139,42.0139
18.1809,1.8191
-8.124,28.124
-89.932,-9.932
-54.2625,25.7375
66.8378,-46.8378
-96.8711,-16.8711
72.7422,-52.7422
-84.3862,-4.3862
33.8085,-13.8085
0.042265,19.9577
-56.4012,23.5988
14.3231,5.6769
-75.5622,4.4378
34.2332,-14.2332
19.9171,0.08289
-88.8048,-8.8048
-88.7314,-8.7314
-69.4999,10.5001
-96.0758,-16.0758
-12.9649,32.9649
66.4443,-46.4443
23.478,-3.478
4.0259,15.9741
72.7736,-52.7736
-80.4604,-0.46042
81.6104,-61.6104
-78.3967,1.6033
3.3994,16.6006
-71.3688,8.6312
11.8741,8.1259
-99.0841,-19.0841
53.3364,-33.3364
69.7418,-49.7418
83.3643,-63.3643
97.3937,-77.3937
1.0266,18.9734
-45.7157,34.2843
-79.8499,0.1501
1.5698,18.4302
17.1218,2.8782
52.5774,-32.5774
-83.4075,-3.4075
32.3192,-12.3192
3.3958,16.6042
-65.7904,14.2096
87.7116,-67.7116
18.0966,1.9034
-11.8731,31.8731
88.3838,-68.3838
31.1828,-11.1828
-9.6109,29.6109
67.9395,-47.9395
6.5247,13.4753
10.7774,9.2226
36.0131,-16.0131
-26.562,46.562
-52.1419,27.8581
15.7847,4.2153
73.3774,-53.3774
-18.6446,38.6446
-77.477,2.523
-11.2308,31.2308
-39.9631,40.0369
-19.7226,39.7226
66.6727,-46.6727
-19.2743,39.2743
-21.9648,41.9648
-27.9102,47.9102
-71.9489,8.0511
-47.974,32.026
-82.637,-2.637
-14.1205,34.1205
-48.5434,31.4566
-40.4889,39.5111
-15.0283,35.0283
-76.1585,3.8415
-0.98662,20.9866
41.2814,-21.2814
-51.2853,28.7147
57.014,-37.014
-85.1821,-5.1821
-21.2233,41.2233
-99.3212,-19.3212
-55.8646,24.1354
-99.7399,-19.7399
-62.1641,17.8359
-71.5032,8.4968
-46.3848,33.6152
-65.0216,14.9784
-72.2702,7.7298
19.7771,0.22288
80.2116,-60.2116
87.876,-67.876
-55.7631,24.2369
-3.4657,23.4657
-24.7978,44.7978
4.756,15.244
-47.0255,32.9745
-86.3286,-6.3286
-12.7346,32.7346
-65.2294,14.7706
-94.7786,-14.7786
90.9357,-70.9357
-13.8807,33.8807
92.3117,-72.3117
52.4829,-32.4829
-98.5303,-18.5303
36.0077,-16.0077
41.1902,-21.1902
29.0258,-9.0258
10.462,9.538
-56.3783,23.6217
54.4732,-34.4732
-54.3943,25.6057
-25.8271,45.8271
78.1858,-58.1858
71.2754,-51.2754
-19.5133,39.5133
-36.3962,43.6038
21.7271,-1.7271
82.039,-62.039
81.8196,-61.8196
18.3189,1.6811
-33.4857,46.5143
70.6127,-50.6127
-11.5204,31.5204
80.8711,-60.8711
-93.3641,-13.3641
6.4853,13.5147
43.2995,-23.2995
-64.1396,15.8604
-32.6934,47.3066
-62.4574,17.5426
-35.6146,44.3854
-19.2287,39.2287
9.7133,10.2867
-90.2523,-10.2523
10.5464,9.4536
-45.0377,34.9623
-51.6997,28.3003
-51.371,28.629
-69.1681,10.8319
91.2833,-71.2833
87.1323,-67.1323
63.7429,-43.7429
45.6524,-25.6524
-64.8377,15.1623
-27.9258,47.9258
-62.242,17.758
-99.7603,-19.7603
-36.7161,43.2839
39.9234,-19.9234
25.051,-5.051
8.6124,11.3876
-12.1926,32.1926
-42.5145,37.4855
0.33182,19.6682
52.3092,-32.3092
52.4816,-32.4816
15.2112,4.7888
49.5326,-29.5326
29.1069,-9.1069
-75.3561,4.6439
0.87957,19.1204
-30.5477,49.4523
-81.5705,-1.5705
-70.4301,9.5699
-60.3661,19.6339
34.454,-14.454
-13.6978,33.6978
38.8808,-18.8808
-48.6431,31.3569
-98.0483,-18.0483
6.4566,13.5434
-44.1216,35.8784
89.246,-69.246
81.2887,-61.2887
-21.4631,41.4631
-95.029,-15.029
34.2874,-14.2874
67.4341,-47.4341
94.2999,-74.2999
-88.6134,-8.6134
-9.9352,29.9352
16.4941,3.5059
37.3276,-17.3276
43.8866,-23.8866
30.0082,-10.0082
45.3829,-25.3829
-25.2305,45.2305
16.3164,3.6836
-76.7763,3.2237
-88.4691,-8.4691
95.953,-75.953
-43.0353,36.9647
18.9949,1.0051
92.4322,-72.4322
-62.8443,17.1557
-61.392,18.608
-31.6712,48.3288
86.5796,-66.5796
-21.8665,41.8665
-45.3567,34.6433
-69.6106,10.3894
-20.5782,40.5782
-25.0555,45.0555
-73.7771,6.2229
-12.9919,32.9919
-81.6974,-1.6974
22.9254,-2.9254
-97.8042,-17.8042
14.6521,5.3479
57.946,-37.946
-52.9266,27.0734
-10.3961,30.3961
13.8716,6.1284
-87.7197,-7.7197
-0.74222,20.7422
28.463,-8.463
-55.7469,24.2531
67.4113,-47.4113
94.215,-74.215
69.2746,-49.2746
1.1999,18.8001
-44.2249,35.7751
49.3234,-29.3234
-52.6139,27.3861
91.4691,-71.4691
24.052,-4.052
20.0524,-0.052429
-65.4791,14.5209
-81.9307,-1.9307
-48.9476,31.0524
71.7141,-51.7141
82.2134,-62.2134
39.9268,-19.9268
45.0365,-25.0365
