10.3731,-1.8691
9.6259,-3.0553
9.7475,-2.8169
-15.7632,11.8786
7.2624,-7.3586
-1.4696,-2.6917
-11.5135,1.8409
-16.0593,11.9093
12.943,-5.0448
-12.9996,5.2224
-13.4572,6.7097
6.6395,-7.3114
15.7756,-11.8833
0.66233,1.4576
8.1081,-6.3374
-13.8564,8.0132
18.1383,-8.5489
1.6354,2.8248
7.1894,-7.3914
-18.5375,7.6748
12.3682,-3.408
9.9448,-2.463
-15.1925,11.3387
1.0018,2.0798
-6.9667,7.4295
1.858,2.9259
-4.0448,0.80118
-3.3963,-1.0697
-12.7705,4.5189
-9.7845,2.7473
-19.1786,6.5615
16.947,-11.0609
6.148,-6.7444
17.3045,-10.4036
-13.4595,6.7173
16.8439,-11.2227
11.7863,-2.2034
3.0958,1.7619
-2.3986,-2.7773
-9.6955,2.9173
10.0779,-2.2506
-10.8532,1.5577
-17.4325,10.1389
10.6932,-1.6155
6.8481,-7.4108
8.6085,-5.3219
5.6824,-5.8094
-3.2381,-1.451
-4.3695,1.8534
12.6456,-4.1547
-7.3029,7.3363
12.5816,-3.9743
11.5629,-1.8962
14.0906,-8.744
0.22546,0.51595
5.4265,-5.156
18.0358,-8.7833
-2.2414,-2.8793
-17.5992,9.7772
14.67,-10.3248
5.2475,-4.6517
-5.7971,6.0721
19.8801,-6.0374
-11.0331,1.5507
6.098,-6.6616
4.1996,-1.2979
-4.5102,2.3172
-14.3125,9.3949
-18.9946,6.8303
-3.1555,-1.6353
-12.636,4.1273
9.031,-4.3615
-5.1855,4.4691
13.6624,-7.385
9.3692,-3.5975
2.841,2.2352
-12.9258,4.9914
18.2954,-8.1954
-9.3871,3.5582
16.9832,-11.0009
-11.0492,1.5531
-5.0574,4.0813
-16.5,11.6508
5.6047,-5.6202
-12.7753,4.5333
-18.198,8.4136
8.9269,-4.6008
-6.1025,6.6692
6.4247,-7.1201
-4.6453,2.7621
5.0939,-4.193
-19.134,6.6222
16.4228,-11.721
12.0223,-2.6257
9.8339,-2.6566
12.5245,-3.8173
-4.6677,2.8359
4.6912,-2.9126
3.0198,1.9146
1.2021,2.3814
-8.9972,4.4392
-10.0548,2.2857
-1.9344,-2.9392
-10.8915,1.551
12.178,-2.9552
19.4442,-6.2633
-18.8003,7.1619
1.4266,2.6496
-16.5169,11.6341
12.0837,-2.7509
19.5658,-6.1658
-17.3221,10.368
17.5759,-9.8287
-19.2729,6.4428
7.3535,-7.3041
11.3495,-1.6911
1.3655,2.5845
15.4144,-11.623
15.9602,-11.9179
5.0375,-4.0197
-14.4852,9.8648
-11.2879,1.6485
-12.7144,4.3533
-18.3272,8.125
-15.7223,11.861
4.6577,-2.8031
17.5864,-9.8055
-5.8218,6.1261
-3.5748,-0.59882
19.374,-6.3311
17.8232,-9.2717
7.0658,-7.4242
19.5321,-6.1902
10.6733,-1.626
-6.532,7.2269
6.4953,-7.1929
-10.2334,2.0333
-8.1797,6.2057
7.2071,-7.3843
1.1139,2.2554
-3.5363,-0.70392
4.1055,-0.99462
10.0208,-2.3388
3.3413,1.2062
2.0717,2.9351
3.3428,1.2025
0.4728,1.0634
-16.6963,11.4285
8.7828,-4.9306
19.8462,-6.0424
-5.8186,6.1193
18.8504,-7.0722
-6.142,6.7348
15.4618,-11.6716
-1.8122,-2.9126
-3.4629,-0.89873
-11.2907,1.6503
-14.9738,10.9702
-7.6434,7.0349
9.0442,-4.3312
11.3149,-1.6663
7.7515,-6.8996
-19.6079,6.1381
13.7285,-7.6008
16.8933,-11.147
10.8382,-1.5611
-18.2936,8.1993
-4.8726,3.5001
8.1736,-6.2172
9.1805,-4.0195
-11.0289,1.5502
-9.2378,3.8899
6.9212,-7.4256
-0.90031,-1.9071
4.9487,-3.742
-10.5422,1.7129
-12.915,4.9581
13.1857,-5.8187
10.6769,-1.624
17.3791,-10.2508
-15.6844,11.8417
-12.7109,4.3432
-16.0362,11.913
-0.40945,-0.9261
-12.2702,3.1682
15.8357,-11.9019
-16.0364,11.9129
-18.2334,8.3338
2.2918,2.8519
10.8998,-1.5499
-7.5224,7.1644
-12.8407,4.73
-6.4418,7.1386
-11.5942,1.9335
0.4061,0.91878
16.2546,-11.838
5.157,-4.3839
-15.9386,11.9173
-4.3658,1.8412
-17.8153,9.2896
0,0
0.046185
-2.458
17.9122
11.2177
-0.51654
14.2001
-13.0483
-3.9598
15.3848
15.0298
7.6887
4.2601
-5.6416
15.697
-13.5081
8.3011
5.2732
11.9935
-3.6618
8.9936
12.0679
-6.3914
1.8814
17.2486
1.7751
-6.1048
4.301
-5.0171
9.2343
-3.0996
